Hour,Zone0_t_eft,Zone1_t_eft,Zone2_t_eft,Zone3_t_eft,Zone4_t_eft,Zone5_t_eft,GHX0_t_eft,GHX0_t_mean,GHX0_q_ghe,GHX0_t_exit,GHX1_t_eft,GHX1_t_mean,GHX1_q_ghe,GHX1_t_exit,GHX2_t_eft,GHX2_t_mean,GHX2_q_ghe,GHX2_t_exit
7783,6.27919273,7.39191015,7.13791684,6.26051945,6.24915262,5.81844284,5.63725190,6.02568770,1.79986180,6.41412349,6.02568770,6.32401166,1.38231828,6.62233562,6.18479381,6.38707721,0.93730331,6.58936060
7784,6.54444526,8.35489257,7.97891426,7.63371689,7.61035826,7.09410338,6.88243171,6.55355716,-1.26247677,6.22468261,6.55355716,6.54629714,-0.02786962,6.53903712,6.54968515,6.53845681,-0.04310312,6.52722847
7785,6.70031089,8.75061652,8.32728724,8.08435552,8.05931738,7.55232104,7.36849731,6.83686093,-2.06547808,6.30522455,6.83686093,6.68524996,-0.58902881,6.53363899,6.75600175,6.63666420,-0.46364226,6.51732665
7786,6.81803669,8.97966512,8.50412845,8.30063515,8.27626880,7.80616578,7.64762217,7.03489776,-2.50491085,6.42217336,7.03489776,6.79440303,-0.98317917,6.55390830,6.90663391,6.71678272,-0.77614060,6.52693154
7787,6.94943630,9.31568060,8.81899056,8.69569578,8.66698792,8.23217124,8.10512628,7.27061463,-3.43983109,6.43610298,7.27061463,6.91126676,-1.48122075,6.55191890,7.07896244,6.80140643,-1.14407723,6.52385043
7788,7.10199277,9.73461860,9.30033503,9.24421173,9.20959145,8.81333707,8.70147920,7.55331939,-4.70047002,6.40515959,7.55331939,7.04421906,-2.08421413,6.53511872,7.28179921,6.89649970,-1.57738394,6.51120018
7789,7.27191319,10.03206220,9.55153502,9.71859624,9.68686204,9.33648681,9.24097066,7.85046962,-5.94712080,6.45996857,7.85046962,7.19731864,-2.79350223,6.54416766,7.50212243,7.00881692,-2.10984917,6.51551140
7790,7.38820809,10.27737690,9.81968498,9.93446974,9.91343808,9.56927923,9.48553252,8.03270336,-6.21457366,6.57987420,8.03270336,7.30810469,-3.09951916,6.58350601,7.64625074,7.09330221,-2.36527419,6.54035369
7791,7.47221323,10.43166085,9.99694363,10.06931712,10.04902801,9.70410308,9.60841522,8.15264872,-6.22723244,6.69688222,8.15264872,7.39105225,-3.25782897,6.62945577,7.74646394,7.15878384,-2.51387881,6.57110374
7792,7.52644099,10.49257454,10.11497073,10.18735707,10.16070089,9.78102182,9.66730152,8.22460615,-6.05491789,6.78191077,8.22460615,7.44590763,-3.26815741,6.66720911,7.80930027,7.20317324,-2.54388382,6.59704620
7793,7.52933888,10.42548616,10.16192451,10.17143443,10.15327080,9.75012746,9.58971297,8.21377059,-5.40129580,6.83782821,8.21377059,7.45303769,-2.98627579,6.69230480,7.80804638,7.21081602,-2.34444255,6.61358565
7794,7.00320984,7.08360214,6.63103981,5.86097866,5.82987227,4.98477362,4.59521124,7.00425967,4.45920795,9.41330811,7.00425967,7.08179330,0.14351664,7.15932692,7.04561094,6.95475145,-0.16818315,6.86389196
7795,6.85012943,7.08711578,6.70469873,5.97610999,5.95593994,5.19894418,4.88448075,6.72199168,4.01821514,8.55950260,6.72199168,6.94269820,0.48263456,7.16340472,6.83970182,6.86204670,0.04886313,6.88439159
7796,6.71806755,6.64755306,6.30219500,5.49509550,5.47516076,4.75473201,4.49484727,6.46107076,4.75236222,8.42729426,6.46107076,6.82917310,0.88970335,7.19727543,6.65739201,6.78741103,0.31425599,6.91743006
7797,6.64119366,6.54301354,6.26495225,5.42345639,5.41256171,4.67693107,4.47509362,6.33105608,4.71402569,8.18701854,6.33105608,6.75536396,1.07771482,7.17967184,6.55735362,6.73701086,0.45631788,6.91666810
7798,6.66800788,6.33969024,5.93127640,5.92560385,5.91292840,4.69083417,4.42568318,6.41052655,3.34525466,8.39536993,6.41052655,6.77492305,0.61415379,7.13931955,6.60487135,6.74016390,0.22802204,6.87545645
7799,6.63046571,6.21699437,5.86216185,5.71043242,5.69981744,4.54558026,4.41699314,6.33845284,3.72390674,8.25991254,6.33845284,6.74196405,0.78202947,7.14547526,6.55365882,6.71824502,0.31897815,6.88283122
7800,6.58287411,6.11497830,5.79865914,5.55783431,5.54807873,4.44399853,4.40877226,6.25197871,4.01269863,8.09518516,6.25197871,6.69763349,0.97019969,7.14328827,6.48966126,6.68940307,0.43484207,6.88914489
7801,6.51697402,6.07141175,5.80093990,5.38170959,5.37363709,4.38691061,4.36971785,6.13549139,4.49508312,7.90126493,6.13549139,6.63489116,1.27130882,7.13429093,6.40183793,6.64855813,0.62806909,6.89527832
7802,6.45345658,5.97625948,5.73127222,5.27334399,5.26579100,4.32642834,4.31964124,6.03153567,4.80841386,7.74343010,6.03153567,6.57247106,1.51939348,7.11340646,6.32003455,6.60593890,0.80305563,6.89184326
7803,6.37451062,5.89988755,5.68512036,5.11248057,5.10607303,4.26043093,4.25448073,5.90704492,5.29237779,7.55960911,5.90704492,6.49386884,1.87931818,7.08069277,6.22001768,6.55107399,1.06021606,6.88213031
7804,6.34193204,5.92376862,5.70126958,5.11836245,5.11150552,4.24125710,4.22711383,5.86534194,5.06484993,7.50357005,5.86534194,6.45972041,1.83761817,7.05409888,6.18234379,6.52431860,1.05727102,6.86629342
7805,5.80422432,4.46798343,4.37751436,4.10094311,4.09729592,3.75196173,3.72115835,5.12191366,10.55652357,6.52266896,5.12191366,5.91098291,5.94666900,6.70005216,5.54275059,6.10305143,4.22259976,6.66335227
7806,5.91661942,6.19889166,6.07801861,4.74621864,4.74180471,4.30697038,4.16943393,5.35015244,6.73240563,6.53087096,5.35015244,6.00685309,3.74447853,6.66355374,5.70039279,6.16373557,2.64196038,6.62707835
7807,6.23469718,7.42833202,7.21234717,6.36067947,6.35105043,5.89759653,5.74343254,6.00386428,1.42254517,6.26429601,6.00386428,6.26762801,1.44074539,6.53139174,6.14453827,6.33773595,1.05529546,6.53093363
7808,6.47196741,8.09902801,7.80506013,7.27955966,7.26129236,6.74277259,6.57734872,6.43760557,-0.68664329,6.29786243,6.43760557,6.47804750,0.19871585,6.51848943,6.45917460,6.48658775,0.13469753,6.51400090
7809,6.63068807,8.47268034,8.13566292,7.70938693,7.68944229,7.17821522,7.03191889,6.71067521,-1.56870489,6.38943152,6.71067521,6.62338494,-0.42625792,6.53609467,6.66412040,6.59247970,-0.34983755,6.52083901
7810,6.76761015,8.78363852,8.38551446,8.05693932,8.03654187,7.54651942,7.41380535,6.94137754,-2.30952507,6.46894974,6.94137754,6.74957811,-0.93763661,6.55777868,6.83908451,6.68592517,-0.74873947,6.53276583
7811,6.90978975,9.13553342,8.70415399,8.49092153,8.46598302,7.98601084,7.87568541,7.18891903,-3.26332693,6.50215266,7.18891903,6.87805997,-1.47711767,6.56720091,7.02312753,6.78026085,-1.15403642,6.53739416
7812,7.05865922,9.51702716,9.12892189,8.99740780,8.96648759,8.50109699,8.40115687,7.45437697,-4.34135002,6.50759706,7.45437697,7.01076351,-2.03413830,6.56715006,7.21778313,6.87680333,-1.56352353,6.53582353
7813,7.17373536,9.74560944,9.29521020,9.24656836,9.21685153,8.76320021,8.67379763,7.63910379,-4.72462980,6.60440995,7.63910379,7.11916689,-2.37414128,6.59922999,7.36180411,6.95879964,-1.84020323,6.55579516
7814,7.26495981,9.87775990,9.45432180,9.36073040,9.34129130,8.90525003,8.82785414,7.77245797,-4.87925251,6.71706181,7.77245797,7.20831183,-2.60813103,6.64416568,7.47158003,7.02882242,-2.04693389,6.58606481
7815,7.34934951,10.02118353,9.62098725,9.52651582,9.50783703,9.09190855,9.00390573,7.89865095,-5.13633571,6.79339616,7.89865095,7.28957526,-2.83049416,6.68049957,7.57381058,7.09282257,-2.23524556,6.61183457
7816,7.43846856,10.21832365,9.87106549,9.81089261,9.78639591,9.38225962,9.27772330,8.04662401,-5.62255983,6.81552471,8.04662401,7.37135474,-3.08402570,6.69608547,7.68648040,7.15502646,-2.42720598,6.62357252
7817,7.47855444,10.31171801,10.06351385,10.00581988,9.98872034,9.58497567,9.43394165,8.11970000,-5.48822091,6.80545835,8.11970000,7.40683312,-2.97690377,6.69396624,7.73950433,7.18032600,-2.33510646,6.62114768
7818,6.95716292,6.96491339,6.51944122,5.77172522,5.74112865,4.92989359,4.54602435,6.92551545,4.47894019,9.30500656,6.92551545,7.03798697,0.21170628,7.15045849,6.98550026,6.92477739,-0.11429929,6.86405451
7819,6.82127258,7.02997597,6.61609990,5.90141895,5.87961795,5.13466524,4.79439700,6.68329651,3.82524844,8.57219601,6.68329651,6.91337420,0.46593497,7.14345189,6.80600461,6.83872170,0.06625603,6.87143878
7820,6.70753761,6.60559540,6.22824447,5.45071680,5.42888897,4.74903743,4.46480533,6.45832044,4.41627400,8.45183555,6.45832044,6.81627072,0.79297444,7.17422101,6.64922726,6.77417801,0.27680590,6.89912876
7821,6.65337265,6.53496532,6.21282326,5.40631727,5.39368982,4.69733323,4.46336974,6.36940490,4.18727473,8.27544006,6.36940490,6.76407876,0.86703956,7.15875261,6.57989762,6.73734411,0.34588642,6.89479059
7822,6.67952352,6.32570274,5.84890592,5.84890592,5.83413262,4.70744201,4.39774894,6.44837553,2.96661057,8.49900212,6.44837553,6.78241390,0.48324827,7.11645226,6.62652933,6.74008831,0.16428408,6.85364730
7823,6.66411823,6.20331374,5.74359318,5.74359318,5.72983341,4.56971381,4.40306542,6.42289439,3.02823095,8.44272335,6.42289439,6.76878326,0.51857430,7.11467214,6.60736845,6.72897511,0.18231893,6.85058177
7824,6.63960703,6.10489548,5.67387746,5.62011410,5.60823449,4.46720027,4.41919807,6.37794450,3.13655209,8.33669092,6.37794450,6.74670804,0.59050322,7.11547158,6.57461839,6.71387976,0.22300005,6.85314113
7825,6.61246489,6.08668619,5.68015051,5.54113337,5.53028762,4.43789543,4.41205543,6.32819119,3.25255718,8.24432695,6.32819119,6.72195320,0.66839390,7.11571521,6.53819759,6.69734179,0.27014035,6.85648598
7826,6.58499829,6.04528651,5.65908033,5.46673446,5.45614902,4.40730287,4.39661204,6.27881346,3.36224477,8.16101487,6.27881346,6.69651051,0.74614743,7.11420757,6.50158522,6.68032752,0.31929387,6.85906982
7827,6.55805627,5.98774761,5.61739795,5.40893828,5.39902382,4.38540516,4.37515098,6.23149149,3.45677061,8.08783200,6.23149149,6.67122925,0.81885438,7.11096700,6.46601829,6.66324253,0.36725964,6.86046677
7828,6.52976612,5.96796747,5.61471884,5.35281644,5.34318787,4.37731868,4.35485744,6.18253649,3.56770556,8.01021554,6.18253649,6.64438519,0.90154788,7.10623389,6.42885580,6.64509220,0.42210246,6.86132861
7829,6.49809570,5.92313379,5.58645459,5.32583664,5.31355869,4.41627537,4.30213896,6.12639106,3.73517284,7.95064316,6.12639106,6.61489101,1.00020810,7.10339095,6.38692437,6.62514864,0.48776638,6.86337292
7830,6.50474202,6.53011266,6.15696747,5.80632313,5.79605725,4.85230270,4.42684956,6.15664625,3.20745470,7.88644293,6.15664625,6.61579310,0.85136753,7.07493995,6.40152457,6.62270481,0.41012081,6.84388506
7831,6.51781818,6.84212071,6.42755711,6.05212241,6.04102533,5.01545062,4.51341534,6.19587908,2.81308222,7.87834281,6.19587908,6.62386749,0.71559735,7.05185590,6.42413956,6.62487946,0.33563745,6.82561936
7832,6.51561249,6.98917766,6.48812021,6.14852469,6.13825331,5.18200607,4.74330191,6.20955410,2.69753554,7.67580629,6.20955410,6.61532350,0.74651372,7.02109290,6.42596445,6.61806741,0.35342117,6.81017036
7833,6.51442292,7.06157904,6.44585070,6.16097505,6.15099149,5.21425453,4.83488025,6.22007011,2.58404594,7.60525996,6.22007011,6.61009693,0.72758780,7.00012376,6.42808441,6.61309550,0.34513475,6.79810659
7834,6.51690553,7.13912833,6.41765103,6.15623345,6.14637271,5.27366423,4.93760018,6.23705020,2.48082932,7.53650022,6.23705020,6.60814147,0.70846442,6.97923274,6.43496555,6.61055123,0.33521730,6.78613692
7835,6.54774627,7.36196080,6.58322981,6.41251876,6.39943839,5.54746316,5.25495799,6.32089426,1.88765421,7.38683053,6.32089426,6.62714992,0.54234460,6.93340557,6.48423061,6.62033560,0.24102675,6.75644059
7836,6.56975013,7.48289806,6.69629171,6.51991921,6.50653428,5.68793643,5.43036346,6.37779544,1.66214965,7.32522742,6.37779544,6.64174127,0.46305958,6.90568709,6.51856655,6.62824566,0.19241814,6.73792477
7837,6.59819925,7.67154659,6.86781542,6.72882441,6.71143298,5.93814942,5.70393581,6.45168200,1.28526683,7.19942819,6.45168200,6.66021008,0.35842941,6.86873816,6.56289698,6.63854471,0.13002745,6.71419245
7838,6.62329455,7.81757246,7.01981336,6.87684577,6.86312629,6.12637303,5.92270925,6.51543978,1.02730051,7.10817032,6.51543978,6.67685243,0.27975494,6.83826508,6.60152653,6.64817229,0.08084486,6.69481805
7839,6.63286283,7.81173971,7.02955470,6.87746917,6.86694778,6.12973781,5.90172058,6.53428929,1.11813293,7.16685800,6.53428929,6.68533731,0.26699354,6.83638532,6.61484823,6.65345094,0.06823441,6.69205364
7840,6.61200433,7.56948144,6.84696501,6.53593507,6.52594504,5.80048229,5.55513383,6.47192024,1.75191735,7.38870665,6.47192024,6.67496150,0.38799824,6.87800276,6.58020891,6.64834195,0.13019767,6.71647499
7841,6.55219523,6.78584581,6.08038983,5.58510980,5.57376765,4.75350607,4.37549595,6.28982401,3.11319927,8.20415206,6.28982401,6.64905501,0.58420378,7.00828601,6.48141387,6.63308821,0.24666223,6.78476254
7842,6.50529025,6.35272965,5.99088562,5.41318809,5.40330913,4.72175047,4.34400201,6.18403617,3.51725650,8.02407033,6.18403617,6.61197309,0.81800868,7.03991001,6.41226920,6.61160003,0.38102427,6.81093087
7843,6.46727286,6.27723593,5.94830352,5.34008271,5.33129183,4.65844474,4.33053928,6.10963947,3.73671953,7.88873967,6.10963947,6.57785950,0.98342237,7.04607953,6.35935682,6.59060547,0.48570134,6.82185412
7844,6.38839799,5.96215875,5.70028431,5.03833460,5.03120322,4.44789434,4.20863255,5.96004428,4.61167856,7.71145602,5.96004428,6.50591492,1.43734330,7.05178556,6.25117529,6.54522393,0.77426559,6.83927258
7845,6.34367157,5.89514356,5.64540544,4.97841217,4.96932149,4.37746580,4.19115703,5.88936584,4.68690960,7.58757465,5.88936584,6.46107460,1.57786680,7.03278337,6.19427718,6.51440802,0.88353346,6.83453886
7846,6.27453284,5.77937223,5.56094659,4.84315742,4.83715988,4.26921456,4.12718207,5.77878271,5.20797817,7.43038335,5.77878271,6.39265126,1.93570644,7.00651981,6.10617927,6.46693691,1.13757398,6.82769455
7847,6.22304772,5.69026197,5.48351837,4.77274578,4.76721437,4.17107763,4.09605115,5.70528147,5.35809748,7.31451178,5.70528147,6.33969914,2.11235875,6.97411681,6.04363756,6.42808790,1.28006686,6.81253824
7848,6.16925557,5.65096312,5.45746309,4.69713118,4.69124238,4.08677610,4.06521305,5.63095524,5.57985377,7.19669743,5.63095524,6.28404053,2.32740771,6.93712583,5.97926740,6.38638491,1.45084945,6.79350243
7849,6.13247360,5.59392767,5.40333963,4.67086335,4.66514308,4.04545831,4.03333958,5.58296688,5.60546033,7.13259419,5.58296688,6.24580782,2.39769174,6.90864876,5.93648205,6.35646394,1.51919872,6.77644583
7850,6.07589306,5.54992967,5.37324434,4.58693358,4.58154547,3.99045338,3.98556611,5.50556305,5.92947492,7.02556000,5.50556305,6.18774954,2.66119461,6.86993603,5.86939585,6.31188988,1.72615956,6.75438391
7851,6.03522159,5.49207588,5.31909434,4.55747717,4.55228915,3.95255278,3.94776925,5.45341322,5.99939656,6.95905720,5.45341322,6.14563543,2.75823208,6.83785763,5.82259840,6.27821952,1.81547020,6.73384064
7852,5.99117573,5.54536982,5.37883799,4.52234148,4.51726568,3.92294729,3.91236764,5.39722979,6.14767135,6.88209194,5.39722979,6.09997941,2.90954533,6.80272904,5.77202959,6.24162845,1.94424748,6.71122732
7853,5.02803904,3.51323739,3.45547838,3.16693453,3.16464122,2.95667464,2.93698940,4.22150341,15.14122096,5.50601742,4.22150341,5.11221020,10.49921466,6.00291699,4.69654703,5.40688704,8.37313952,6.11722705
7854,4.99881591,4.56534535,4.49812380,3.40380473,3.40130553,3.16530296,3.08857438,4.25490352,11.89039737,5.42123266,4.25490352,5.07226731,8.33279388,5.88963111,4.69083088,5.35079880,6.72818724,6.01076672
7855,5.42361488,5.53203616,5.32911723,4.19986243,4.19084439,3.76714724,3.62251666,4.79515193,6.76841729,5.96778720,4.79515193,5.50197610,4.07976893,6.20880027,5.17212482,5.71103209,3.11055737,6.24993935
7856,5.77635279,6.46909260,6.08841525,5.27711784,5.25355753,4.61712426,4.40350708,5.31694263,3.44765292,6.23037817,5.31694263,5.84175978,1.98085942,6.36657694,5.59684511,5.98150442,1.45185045,6.36616374
7857,5.99483536,7.10712180,6.65059760,6.06904668,6.04207495,5.40343492,5.20570317,5.69302623,1.75067117,6.18034930,5.69302623,6.03727650,1.23669299,6.38152677,5.87662638,6.12993135,0.90997892,6.38323633
7858,6.15558133,7.55278696,7.03241562,6.56875839,6.54208677,5.96298908,5.78985486,5.97853944,0.70393336,6.16722401,5.97853944,6.17946089,0.74958600,6.38038235,6.08569755,6.23544851,0.55868211,6.38519946
7859,6.32113967,8.02367967,7.48475416,7.15602863,7.12492135,6.58659997,6.44894003,6.28350923,-0.62797296,6.11807843,6.28350923,6.32332239,0.15113017,6.36313554,6.30474291,6.33987881,0.13337537,6.37501471
7860,6.47824858,8.42398981,7.96638543,7.67046482,7.63403735,7.12644586,7.00877646,6.56621037,-1.71850180,6.12364429,6.56621037,6.46227644,-0.40357963,6.35834250,6.51077894,6.44107103,-0.27067859,6.37136313
7861,6.61229802,8.74776112,8.22696100,8.03803794,8.00375944,7.50501916,7.40174427,6.79465343,-2.39441214,6.18756259,6.79465343,6.58467250,-0.82818067,6.37469157,6.68266360,6.53188020,-0.59470112,6.38109680
7862,6.70050016,8.82344588,8.35163189,8.09909516,8.07747534,7.56953885,7.48343479,6.91748240,-2.34564720,6.35153000,6.91748240,6.67304622,-1.01309057,6.42861004,6.78711643,6.60151014,-0.76926411,6.41590386
7863,6.77400815,8.87808975,8.45414147,8.16976065,8.14999093,7.64700591,7.55388246,7.01448223,-2.36124820,6.47508200,7.01448223,6.74749693,-1.16873987,6.48051163,6.87209007,6.66191452,-0.92005271,6.45173897
7864,6.85614990,9.01620607,8.66173959,8.38620875,8.36117873,7.85931161,7.75278120,7.14000117,-2.73652387,6.52722113,7.14000117,6.82555181,-1.40425296,6.51110245,6.97229484,6.72341282,-1.11144546,6.47453081
7865,6.89733068,9.02789317,8.78225012,8.47338354,8.45648681,7.93884453,7.78957756,7.19202614,-2.51438892,6.59447471,7.19202614,6.86779738,-1.36429627,6.54356863,7.01910414,6.75816102,-1.09800169,6.49721791
7866,6.49950842,6.43144358,6.13009666,5.24745203,5.22677550,4.46573568,4.20594333,6.22037047,5.60936707,8.23479760,6.22037047,6.59788935,1.05123782,6.97540824,6.42171387,6.58841648,0.46419952,6.75511909
7867,6.38024867,6.38940273,6.10688968,5.22509746,5.21028501,4.47233240,4.24002830,6.00484005,5.23885463,7.76965181,6.00484005,6.48713425,1.43169332,6.96942845,6.26206363,6.51531729,0.75178506,6.76857095
7868,6.26562218,6.10289930,5.85751822,4.96513675,4.95096883,4.28963712,4.10467779,5.80690452,5.80646768,7.50913125,5.80690452,6.37832413,1.94917013,6.94974374,6.11166164,6.44157708,1.12537496,6.77149253
7869,6.21073535,6.01517626,5.81145332,4.90951796,4.90144348,4.23111239,4.08292656,5.72315915,5.70009467,7.36339174,5.72315915,6.32282370,2.08393903,6.92248825,6.04298024,6.40245547,1.24923918,6.76193069
7870,6.30302988,5.81270646,5.50373343,5.42578228,5.41625419,4.31109655,4.11009588,5.88212919,3.95918524,7.65416250,5.88212919,6.41156264,1.18289260,6.94099608,6.16449369,6.46135696,0.66327006,6.75822022
7871,6.26817462,5.80012217,5.54706663,5.17416730,5.16658660,4.20631825,4.11453196,5.81265511,4.63378518,7.51077825,5.81265511,6.38016899,1.54861409,6.94768287,6.11532918,6.44285512,0.89374252,6.77038106
7872,6.21834567,5.73880338,5.51405837,5.02430030,5.01742409,4.12247641,4.09745014,5.73106460,5.02779368,7.36467906,5.73106460,6.33096742,1.84632769,6.93087024,6.05101277,6.40958327,1.10357648,6.76815377
7873,6.14048144,5.67170082,5.47845888,4.85128518,4.84550674,4.04996067,4.03768723,5.61150242,5.63170391,7.18531761,5.61150242,6.25295699,2.29536622,6.89441157,5.95361153,6.35404706,1.43290927,6.75448260
7874,6.08080705,5.58793592,5.40565853,4.77183090,4.76625700,3.99173922,3.98670594,5.52738822,5.84168615,7.06807051,5.52738822,6.19195405,2.51978297,6.85651987,5.88182333,6.30821702,1.61672404,6.73461070
7875,5.99687865,5.51617636,5.35318429,4.63172559,4.62685481,3.91747224,3.91297161,5.41096596,6.34897362,6.90896031,5.41096596,6.10619525,2.94660149,6.80142453,5.78175491,6.24273434,1.95377655,6.70371377
7876,5.94286410,5.45461020,5.29518916,4.58699021,4.58211571,3.87397700,3.86384925,5.34191430,6.40230754,6.81997935,5.34191430,6.05029183,3.06837022,6.75866935,5.71971565,6.19789090,2.07123836,6.67606615
7877,5.84774302,5.38144060,5.23851148,4.45793593,4.45229653,3.81461799,3.76618201,5.21539119,6.99836108,6.66460038,5.21539119,5.95311059,3.56251309,6.69082998,5.60884154,6.12077329,2.47216433,6.63270504
7878,5.48025088,5.31977189,5.22989865,3.96135463,3.95801302,3.55974821,3.45733541,4.76493607,10.03826135,6.07253673,4.76493607,5.57272591,6.20128592,6.38051576,5.19575732,5.80538637,4.68003410,6.41501541
7879,4.81994640,3.67776055,3.62022928,3.10751258,3.10463215,2.84849297,2.77839992,4.01302099,14.65114656,5.24764207,4.01302099,4.89566089,10.47421490,5.77830078,4.48376227,5.20415684,8.54886300,5.92455141
7880,5.28697362,4.68228894,4.52864718,3.95065363,3.94362263,3.48224634,3.35216744,4.60145749,7.70557609,5.85074754,4.60145749,5.36878684,4.73285984,6.13611620,5.01069981,5.60271511,3.65152908,6.19473042
7881,5.51020983,5.08975470,4.83946699,4.31786592,4.30590663,3.75840010,3.61032149,4.88412506,6.06141019,6.15792862,4.88412506,5.59542957,3.38475143,6.30673409,5.26348747,5.79217825,2.51578169,6.32086903
7882,5.71045018,5.79474411,5.40219571,4.77556867,4.76094280,4.10294229,3.92686767,5.16288313,4.49262623,6.39889859,5.16288313,5.79366223,2.29273407,6.42444134,5.49929865,5.95176621,1.64461342,6.40423376
7883,5.85898731,6.24415063,5.76550642,5.12198266,5.10124993,4.36377227,4.19091515,5.37942570,3.55251431,6.56793625,5.37942570,5.93883646,1.67210526,6.49824722,5.67777810,6.06608355,1.16066338,6.45438900
7884,6.00889302,6.83926860,6.27936262,5.75299509,5.73119490,4.94330668,4.76562520,5.64042875,2.22542252,6.51523230,5.64042875,6.07294920,1.10029360,6.50546965,5.87110632,6.16636354,0.75110813,6.46162076
7885,6.14456681,7.37192030,6.79528017,6.43428163,6.41256038,5.66095301,5.49794957,5.90523099,1.00912067,6.31251241,5.90523099,6.18545609,0.69431338,6.46568119,6.05468438,6.24728959,0.47721769,6.43989480
7886,6.22621353,7.57801690,7.06224497,6.55903331,6.54300816,5.89701401,5.76912152,6.05248085,0.78478176,6.33584018,6.05248085,6.25717566,0.56691536,6.46187048,6.16165142,6.29999880,0.38316191,6.43834618
7887,6.15950592,6.52897503,5.93593471,5.28403039,5.26756851,4.52747889,4.35993650,5.80354722,3.45573760,7.24715793,5.80354722,6.23995375,1.04467670,6.67636029,6.03629737,6.30031570,0.63201115,6.56433403
7888,6.14405907,6.69115331,6.22259969,5.48923467,5.47551478,4.84550403,4.69111354,5.78494180,3.31821873,6.87877006,5.78494180,6.21939242,1.31794198,6.65384304,6.01664880,6.28967081,0.82823493,6.56269283
7889,6.08226603,6.30400935,5.92477353,4.98630019,4.97802347,4.35272118,4.15229626,5.62871728,4.53884338,7.10513830,5.62871728,6.17740126,1.68677539,6.72608524,5.92134873,6.26617151,1.06006115,6.61099428
7890,6.19141054,6.18961648,5.75462295,5.69078451,5.67457186,4.47042632,4.01628039,5.80079533,2.84675537,7.58531028,5.80079533,6.28643059,0.77471180,6.77206585,6.05980081,6.34182167,0.44989503,6.62384253
7891,6.19313783,6.16435262,5.80473811,5.42970331,5.41638776,4.39958363,4.04119569,5.78050091,3.35338692,7.51980613,5.78050091,6.29405848,0.99014089,6.80761604,6.05439828,6.35169731,0.57319364,6.64899635
7892,6.13993875,5.74246721,5.46709703,5.03880805,5.02873965,4.20438493,3.95268140,5.66692128,4.30510093,7.38116116,5.66692128,6.24891757,1.46161154,6.83091387,5.97731930,6.32578956,0.87513984,6.67425981
7893,6.08085858,5.66793533,5.43729459,4.85530802,4.84525455,4.10975378,3.93763593,5.56582488,4.87962740,7.19401383,5.56582488,6.19138502,1.87478264,6.81694515,5.89945695,6.28817472,1.16497403,6.67689248
7894,6.03120091,5.54598811,5.33652646,4.75442809,4.74811356,4.03027333,3.89399761,5.48618862,5.25021531,7.07837964,5.48618862,6.14206504,2.16273823,6.79794145,5.83598938,6.25429981,1.37936957,6.67261024
7895,5.97196640,5.49178105,5.30709592,4.61836363,4.61271864,3.93319016,3.86615382,5.39840426,5.72839031,6.93065471,5.39840426,6.08144091,2.55356463,6.76447756,5.76269048,6.21113889,1.67654546,6.65958730
7896,5.92958572,5.41206878,5.23616038,4.56280033,4.55813706,3.86148745,3.84188414,5.34084710,5.89231065,6.83981007,5.34084710,6.03720434,2.73732790,6.73356157,5.71223763,6.17798354,1.83081215,6.64372945
7897,5.85224628,5.35219701,5.19561877,4.43698912,4.43269653,3.78691312,3.77696518,5.23627526,6.44347864,6.69558534,5.23627526,5.95767955,3.18530873,6.67908384,5.62102421,6.11650006,2.18773796,6.61197591
7898,5.80937091,5.27572944,5.12138385,4.40198542,4.39789264,3.74281160,3.73855230,5.18366388,6.47252037,6.62877547,5.18366388,5.91297103,3.26649888,6.64227818,5.57262769,6.07993458,2.27218036,6.58724147
7899,5.72695774,5.20939375,5.07003386,4.28002933,4.27622309,3.66823703,3.66439148,5.07810838,7.00974928,6.49182529,5.07810838,5.82807186,3.71860584,6.57803534,5.47808890,6.01137926,2.64425760,6.54466961
7900,5.68887408,5.15044261,5.01058128,4.26024723,4.25652829,3.63737907,3.62849293,5.03446932,6.94372396,6.44044570,5.03446932,5.78837465,3.72332746,6.54227997,5.43655216,5.97724198,2.67031574,6.51793180
7901,5.59623920,5.07918202,4.95292809,4.13851156,4.13385254,3.57600287,3.53319589,4.91741137,7.56957321,6.30162684,4.91741137,5.69352369,4.24416515,6.46963601,5.33133794,5.89898351,3.10416608,6.46662908
7902,5.59799978,5.26448830,5.12992655,4.31297140,4.30938069,3.72385649,3.57025738,4.93290953,6.99950439,6.29556169,4.93290953,5.69301606,3.90442194,6.45312258,5.33829968,5.89479989,2.85856202,6.45130011
7903,5.58937897,5.35496635,5.21954761,4.33220779,4.32851666,3.75025310,3.58600671,4.93067861,6.86723037,6.27535052,4.93067861,5.68266961,3.84041295,6.43466060,5.33174048,5.88382297,2.81948157,6.43590546
7904,5.71502543,5.56695553,5.32827637,4.63897510,4.63418862,3.91601160,3.70649020,5.10425612,5.38075539,6.50202204,5.10425612,5.80997437,2.71669041,6.51569262,5.48063919,5.98289543,1.93345534,6.48515167
7905,5.80731568,5.78339848,5.43409886,4.75979344,4.75405902,4.01434154,3.79903923,5.23146006,4.70731961,6.66388090,5.23146006,5.90344257,2.20831502,6.57542508,5.58985073,6.05584704,1.53138903,6.52184335
